ANO,DEPARTAMENTO,POBLACION_5_16,TASA_MATRICULACION_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICION,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,DESERCION,DESERCION_TRANSICION,DESERCION_PRIMARIA,DESERCION_SECUNDARIA,DESERCION_MEDIA,APROBACION,APROBACION_TRANSICION,APROBACION_PRIMARIA,APROBACION_SECUNDARIA,APROBACION_MEDIA,REPROBACION,REPROBACION_TRANSICION,REPROBACION_PRIMARIA,REPROBACION_SECUNDARIA,REPROBACION_MEDIA,REPITENCIA,REPITENCIA_TRANSICION,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,GRUPO_COBERTURA_PIMARIA,GRUPO_COBERTURA_SECUNDARIA,GRUPO_COBERTURA_MEDIA,GRUPO_DESERCION_PRIMARIA,GRUPO_DESERCION_SECUNDARIA,GRUPO_DESERCION_MEDIA,GRUPO_REPROBACION_PRIMARIA,GRUPO_REPROBACION_SECUNDARIA,GRUPO_REPROBACION_MEDIA,GRUPO_APROBACION_PRIMARIA,GRUPO_APROBACION_SECUNDARIA,GRUPO_APROBACION_MEDIA
2012,BOLIVAR,495108,88.97,88.87,60.47,87.67,68.02,38.08,3.39,3.37,3.25,3.57,3.5,92.83,95.73,93.56,91.11,92.14,3.78,0.9,3.19,5.32,4.36,2.4,1.88,2.49,2.88,1.01,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(0.589, 3.6]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2012,BOYACA,297132,85.7,85.64,70.48,81.46,74.61,48.24,3.23,2.74,2.38,4.26,3.47,91.92,97.04,94.11,88.26,91.66,4.86,0.21,3.51,7.48,4.87,2.0,0.48,1.44,3.11,1.5,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(92.98, 95.44]","(84.42, 88.48]","(90.37, 92.34]"
2012,CALDAS,198526,84.55,84.5,64.28,81.03,72.0,43.83,4.64,4.7,3.98,5.91,3.57,88.95,94.83,90.35,85.32,90.21,6.4,0.47,5.67,8.77,6.22,4.32,0.9,4.26,5.73,2.38,"(76.77, 84.98]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(5.62, 22.76]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2012,CAQUETA,124622,83.28,83.25,49.34,85.86,56.23,24.37,7.23,6.91,6.92,8.38,5.22,91.6,92.95,92.24,89.7,92.91,1.16,0.13,0.83,1.92,1.87,1.16,0.35,1.09,1.6,0.72,"(84.98, 91.19]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2012,CAUCA,325212,83.48,83.4,53.59,85.38,60.53,29.56,4.02,2.89,3.04,5.42,5.53,92.05,96.76,92.62,90.23,91.03,3.93,0.35,4.34,4.34,3.44,1.15,0.27,1.06,1.61,0.8,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(4.73, 6.39]","(4.3, 14.24]","(3.44, 5.62]","(2.54, 6.72]","(2.23, 4.4]","(91.13, 92.98]","(88.48, 92.86]","(90.37, 92.34]"
2012,CESAR,263271,94.15,94.01,65.94,93.85,69.36,34.62,5.13,6.22,5.28,5.08,3.24,90.08,91.66,90.8,88.11,91.11,4.8,2.12,3.92,6.81,5.65,1.49,0.95,1.37,2.0,0.89,"(91.19, 102.1]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(84.42, 88.48]","(90.37, 92.34]"
2012,CORDOBA,405302,93.78,93.69,65.06,91.54,71.82,37.52,2.95,3.14,2.48,3.51,3.31,95.33,96.38,96.17,94.07,94.23,1.72,0.48,1.35,2.43,2.46,2.56,1.86,2.59,3.01,1.52,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(2.32, 3.14]","(0.589, 3.6]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(92.34, 94.78]"
2012,CUNDINAMARCA,571082,91.17,90.97,63.61,87.82,81.53,47.27,2.94,3.24,2.17,3.82,2.85,95.84,96.7,97.25,94.2,95.17,1.22,0.06,0.57,1.97,1.97,2.02,0.39,1.53,3.2,1.28,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(0.399, 2.32]","(3.6, 4.73]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2012,CHOCO,145607,80.97,80.95,62.17,83.24,41.9,19.1,2.09,1.32,1.74,2.98,2.98,91.88,97.23,92.32,88.53,92.76,6.03,1.45,5.95,8.49,4.26,0.1,0.0,0.06,0.21,0.11,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(0.399, 2.32]","(0.589, 3.6]","(2.5, 3.24]","(5.62, 22.76]","(6.72, 9.89]","(2.23, 4.4]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2012,HUILA,273653,89.77,89.73,67.15,92.67,73.8,37.98,5.23,4.59,3.97,7.31,4.93,90.01,95.21,92.08,85.97,89.23,4.76,0.2,3.95,6.72,5.83,1.81,0.14,1.72,2.52,1.09,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(2.54, 6.72]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2012,LA GUAJIRA,239298,75.42,75.33,46.22,72.47,41.86,20.67,6.81,4.81,6.2,8.83,8.42,92.33,94.86,92.92,90.0,91.0,0.86,0.33,0.88,1.17,0.58,3.44,2.97,4.0,2.97,1.04,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(91.13, 92.98]","(88.48, 92.86]","(90.37, 92.34]"
2012,MAGDALENA,334586,91.82,91.64,65.58,87.26,64.96,34.07,6.22,20.84,4.91,3.85,3.24,91.97,78.35,93.21,94.03,95.13,1.81,0.81,1.89,2.12,1.63,1.59,1.54,1.49,2.03,0.62,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2012,META,210820,93.35,93.29,67.14,92.31,75.91,40.64,5.85,5.74,5.06,7.3,5.07,91.68,94.01,93.44,88.49,91.6,2.47,0.25,1.51,4.21,3.32,1.8,0.18,1.5,2.8,1.09,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2012,NARINO,401539,77.75,77.73,49.18,77.76,53.64,28.59,1.84,1.32,1.54,2.37,2.29,97.02,98.63,97.56,95.83,96.49,1.14,0.05,0.9,1.8,1.22,1.89,0.66,1.69,2.71,1.17,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2012,NORTE DE SANTANDER,322304,86.0,85.93,71.79,90.29,64.3,35.87,4.89,4.33,4.49,5.93,4.06,93.58,95.36,94.52,91.63,93.73,1.52,0.31,0.99,2.45,2.21,2.0,0.93,1.51,3.15,1.55,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2012,QUINDIO,112175,88.77,88.74,57.76,83.48,79.17,46.59,6.23,6.6,5.33,7.71,4.87,89.79,93.22,92.03,85.99,90.92,3.99,0.19,2.64,6.3,4.21,1.23,0.19,0.89,1.96,0.68,"(76.77, 84.98]","(76.16, 90.11]","(44.75, 59.33]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2012,RISARALDA,189484,92.91,92.77,66.03,91.19,75.09,42.98,7.04,6.06,5.74,9.21,6.46,87.91,93.06,90.82,82.62,88.3,5.06,0.88,3.44,8.17,5.25,1.13,0.39,0.94,1.66,0.65,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,SANTANDER,425904,92.21,92.11,70.17,92.89,77.82,46.84,4.67,5.46,3.79,5.89,3.84,92.65,94.21,94.58,89.66,92.93,2.68,0.32,1.64,4.44,3.23,2.53,1.0,1.75,4.18,1.58,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2012,SUCRE,203626,95.6,95.55,67.51,95.1,73.72,38.11,4.83,5.15,4.77,5.0,4.31,85.68,94.05,86.01,82.19,86.79,9.49,0.8,9.22,12.81,8.9,0.65,0.46,0.65,0.75,0.54,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,TOLIMA,321653,87.47,87.42,61.62,85.71,71.82,39.77,5.11,4.92,4.39,6.42,4.31,87.38,94.73,89.53,82.04,89.29,7.51,0.35,6.08,11.54,6.4,0.66,0.31,0.69,0.8,0.37,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,VALLE DEL CAUCA,894698,88.26,88.09,60.32,86.16,71.21,40.62,4.32,4.79,3.74,5.21,3.69,92.39,95.01,93.91,89.52,92.98,3.29,0.2,2.34,5.28,3.33,1.64,0.43,1.39,2.4,1.01,"(84.98, 91.19]","(57.46, 71.45]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2012,ARAUCA,74454,72.33,72.29,51.48,70.61,54.47,29.81,4.99,4.63,4.72,5.72,4.56,94.99,95.37,95.28,94.27,95.21,0.03,0.0,0.0,0.01,0.23,3.83,1.87,3.06,5.9,3.09,"(51.119, 76.77]","(24.058999999999997, 57.46]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2012,CASANARE,85999,103.94,103.88,78.45,102.0,85.4,44.03,6.52,5.57,5.44,8.39,6.08,87.67,94.34,90.35,81.97,88.88,5.81,0.08,4.21,9.64,5.03,1.92,0.28,1.5,3.1,1.29,"(91.19, 102.1]","(76.16, 90.11]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,PUTUMAYO,93570,78.17,78.17,48.82,78.95,57.46,27.28,6.16,6.05,5.63,7.44,4.88,89.6,93.67,91.34,85.37,90.23,4.24,0.28,3.04,7.19,4.89,1.03,0.25,1.0,1.33,0.73,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2012,SAN ANDRES Y PROVIDENCIA,15648,68.7,68.65,59.87,69.69,60.91,39.82,1.26,1.21,1.12,1.52,1.12,98.16,98.79,98.37,97.72,98.16,0.58,0.0,0.51,0.76,0.72,3.9,0.74,2.31,7.03,2.74,"(51.119, 76.77]","(57.46, 71.45]","(39.63, 44.75]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2012,AMAZONAS,22194,81.87,81.87,60.22,85.62,53.33,22.31,4.7,5.16,2.3,7.97,8.06,93.74,94.84,95.78,90.68,89.96,1.56,0.0,1.92,1.35,1.98,6.3,2.77,6.83,7.25,3.17,"(84.98, 91.19]","(24.058999999999997, 57.46]","(6.789, 29.04]","(0.399, 2.32]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(88.48, 92.86]","(76.31899999999999, 90.37]"
2012,GUAINIA,11920,70.82,70.82,47.69,72.5,28.38,8.24,8.91,9.43,8.18,10.63,7.93,78.18,82.29,79.74,72.63,77.4,12.91,8.29,12.08,16.74,14.66,1.75,2.47,1.77,1.46,1.43,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,GUAVIARE,31272,59.2,59.18,37.54,58.24,43.64,19.62,4.86,4.11,5.37,4.46,3.89,94.89,95.77,94.46,95.27,95.28,0.26,0.12,0.17,0.28,0.84,1.5,1.21,1.13,2.4,0.73,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(3.6, 4.73]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2012,VAUPES,12681,62.32,62.32,25.29,63.35,31.81,9.36,7.62,9.09,6.62,8.9,10.82,79.86,88.64,79.86,78.81,76.63,12.52,2.27,13.52,12.3,12.54,5.11,2.12,5.95,4.8,1.31,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2012,VICHADA,20686,66.75,66.75,38.02,66.96,33.37,15.01,5.07,7.59,4.41,6.11,4.14,88.24,88.41,86.45,91.08,93.94,6.69,4.0,9.14,2.81,1.92,1.31,0.33,1.33,1.67,1.04,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(5.62, 22.76]","(2.54, 6.72]","(-0.001, 2.23]","(70.719, 91.13]","(88.48, 92.86]","(92.34, 94.78]"
2011,ANTIOQUIA,1288473,94.01,93.85,70.28,94.12,75.68,44.37,3.97,3.62,3.65,4.57,3.71,93.98,96.31,94.56,92.89,93.33,2.06,0.07,1.8,2.54,2.96,4.25,1.12,4.56,5.27,1.68,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(3.6, 4.73]","(3.24, 4.3]","(1.42, 3.44]","(-0.001, 2.54]","(2.23, 4.4]","(92.98, 95.44]","(92.86, 99.03]","(92.34, 94.78]"
2011,ATLANTICO,523935,99.32,99.05,50.59,98.93,80.22,50.17,2.76,2.6,3.06,2.42,2.61,96.7,97.28,96.49,96.91,96.64,0.54,0.12,0.45,0.67,0.75,1.82,1.95,1.77,2.18,0.88,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(0.589, 3.6]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2011,BOGOTA DC,1479334,90.7,90.29,68.63,86.99,84.7,55.01,3.95,10.05,5.3,1.96,2.55,96.05,89.95,94.69,98.04,97.45,0.0,0.0,0.0,0.0,0.0,3.23,0.03,2.3,5.11,2.57,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(4.07, 10.73]","(0.589, 3.6]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2011,BOLIVAR,496676,91.57,91.4,59.74,90.81,67.34,39.17,3.14,1.85,2.93,3.79,3.13,94.76,97.68,95.48,93.46,93.2,2.1,0.46,1.59,2.75,3.67,4.43,3.43,4.44,5.37,2.28,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(92.34, 94.78]"
2011,BOYACA,300501,86.16,86.11,63.36,82.5,74.65,49.09,3.07,2.4,2.24,4.03,3.51,94.2,97.43,96.1,91.66,93.23,2.73,0.17,1.66,4.31,3.26,2.62,0.65,1.9,4.19,1.55,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(3.6, 4.73]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(95.44, 99.06]","(88.48, 92.86]","(92.34, 94.78]"
2011,CALDAS,201185,87.04,86.98,64.99,83.86,73.41,45.38,4.13,4.35,3.92,4.87,2.82,90.62,95.35,91.59,87.89,92.04,5.25,0.3,4.49,7.25,5.15,4.67,1.01,4.15,6.55,3.07,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(3.14, 4.07]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2011,CAQUETA,124148,88.78,88.76,58.98,90.31,57.31,25.44,3.64,3.39,3.56,3.91,3.39,96.06,96.56,96.34,96.0,93.45,0.3,0.05,0.11,0.08,3.15,4.17,2.1,3.7,5.8,2.87,"(84.98, 91.19]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(3.6, 4.73]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(92.34, 94.78]"
2011,CAUCA,328682,86.35,86.21,52.01,87.94,61.58,30.44,2.75,1.87,1.96,3.91,3.6,92.53,96.96,92.77,91.45,91.77,4.72,1.17,5.27,4.64,4.63,2.09,0.55,1.75,3.13,1.57,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(3.6, 4.73]","(3.24, 4.3]","(3.44, 5.62]","(2.54, 6.72]","(4.4, 5.81]","(91.13, 92.98]","(88.48, 92.86]","(90.37, 92.34]"
2011,CESAR,263789,94.75,94.57,65.96,95.22,66.47,34.98,7.07,5.17,7.36,7.62,5.42,90.54,94.37,91.02,88.64,90.8,2.39,0.46,1.61,3.74,3.78,1.67,1.05,1.57,2.19,0.97,"(91.19, 102.1]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(70.719, 91.13]","(88.48, 92.86]","(90.37, 92.34]"
2011,CORDOBA,405431,94.53,94.46,67.18,93.22,68.79,37.16,4.59,5.45,4.08,5.3,4.1,94.29,94.32,95.13,93.33,93.19,1.12,0.22,0.78,1.37,2.71,4.07,3.67,4.18,4.53,2.43,"(91.19, 102.1]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(92.98, 95.44]","(92.86, 99.03]","(92.34, 94.78]"
2011,CUNDINAMARCA,570954,92.13,91.93,67.19,88.12,81.38,47.57,3.6,3.48,2.99,4.31,3.72,95.58,96.55,96.62,94.5,94.5,0.89,0.04,0.43,1.26,1.93,2.7,1.05,1.99,4.18,1.78,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(92.34, 94.78]"
2011,CHOCO,145587,83.79,83.79,50.17,86.4,41.3,19.64,4.29,2.89,4.24,5.05,3.59,93.5,97.03,94.19,90.7,93.5,2.21,0.07,1.57,4.25,2.91,0.42,0.1,0.6,0.26,0.07,"(84.98, 91.19]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2011,HUILA,275956,90.52,90.47,69.9,92.31,73.5,38.49,4.38,4.0,3.2,6.0,4.99,92.39,95.89,94.35,89.54,89.67,3.24,0.11,2.45,4.46,5.34,4.36,0.85,4.41,5.59,2.41,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(3.14, 4.07]","(4.73, 6.39]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(4.4, 5.81]","(92.98, 95.44]","(88.48, 92.86]","(76.31899999999999, 90.37]"
2011,LA GUAJIRA,231046,77.12,77.0,44.61,74.68,41.56,21.91,6.17,4.2,6.31,7.04,4.65,92.78,95.33,92.58,92.23,93.07,1.07,0.46,1.14,0.78,2.28,3.85,2.83,4.49,3.44,1.46,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2011,MAGDALENA,333793,94.47,94.32,55.4,90.9,66.53,37.55,3.63,2.24,3.45,4.1,4.37,94.98,97.34,95.12,94.49,93.55,1.39,0.42,1.42,1.41,2.08,1.52,1.27,1.44,1.99,0.65,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(3.6, 4.73]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(92.34, 94.78]"
2011,META,209319,93.65,93.59,61.46,92.35,75.89,40.79,5.55,5.12,5.58,6.15,3.8,93.08,94.81,93.39,92.01,93.9,1.37,0.07,1.03,1.85,2.3,1.48,0.14,1.27,2.26,0.9,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2011,NARINO,401313,80.53,80.5,48.3,80.14,53.68,29.04,10.17,13.91,9.67,10.58,9.01,89.97,88.45,91.2,88.23,89.45,1.4,0.08,0.95,2.18,2.55,2.53,1.0,2.34,3.52,1.32,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2011,NORTE DE SANTANDER,324219,89.04,88.96,68.9,91.01,66.38,39.03,6.87,4.98,5.15,9.35,8.44,92.55,94.99,94.41,90.01,90.14,0.65,0.06,0.46,0.76,1.64,2.19,0.8,1.7,3.46,1.56,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(88.48, 92.86]","(76.31899999999999, 90.37]"
2011,QUINDIO,114075,90.87,90.83,64.45,85.53,80.32,47.29,5.04,5.13,4.52,5.98,4.1,92.43,94.84,94.24,90.05,91.66,2.53,0.03,1.25,3.97,4.23,1.36,0.18,1.1,2.03,0.86,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2011,RISARALDA,192633,95.61,95.43,67.38,93.32,76.38,42.83,4.79,3.73,3.77,6.14,5.39,94.07,96.12,95.57,92.61,91.25,1.14,0.15,0.66,1.24,3.35,1.77,0.73,1.43,2.61,1.13,"(91.19, 102.1]","(76.16, 90.11]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(88.48, 92.86]","(90.37, 92.34]"
2011,SANTANDER,434034,92.49,92.4,69.7,92.88,77.28,48.1,3.68,3.38,2.87,4.75,3.8,94.25,96.28,96.11,91.77,93.22,2.07,0.34,1.02,3.48,2.98,2.92,1.36,2.3,4.48,1.59,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(2.54, 6.72]","(2.23, 4.4]","(95.44, 99.06]","(88.48, 92.86]","(92.34, 94.78]"
2011,SUCRE,205779,103.27,103.2,68.67,101.38,76.16,40.46,6.74,9.51,5.5,7.25,8.18,86.31,90.04,87.86,83.53,84.92,7.1,0.92,6.77,9.29,7.08,0.46,0.37,0.55,0.44,0.23,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
